Candidate,FolderName,Variant,SuccessRate,MeanDist_m,AvgTime_s,MaxPhysErr_m,AvgSteps
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-r,0.0,0.30216503143310547,0.01815282180905342,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-t,0.0,0.2231132686138153,0.018444258719682693,0.6742416024208069,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/gradient,0.0,0.30216503143310547,0.018243912607431412,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/model_free,0.0,0.30216503143310547,0.01832650601863861,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/post_processing,0.0,0.30216503143310547,0.01825593039393425,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/diffuser,0.0,0.2218526154756546,0.021892737597227097,0.47266945242881775,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c,0.0,0.22926852107048035,0.07293560355901718,0.09619031846523285,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt0p25,0.0,0.24219441413879395,0.07355131953954697,0.4606696665287018,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt0p5,0.0,0.2606425881385803,0.05820561200380325,0.4691650867462158,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt2p0,0.0,0.25975775718688965,0.0335894338786602,0.6630404591560364,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt4p0,0.0,0.22244732081890106,0.03476637974381447,0.04929053783416748,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-r,0.0,0.30216503143310547,0.017436044290661812,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-t,0.0,0.2231132686138153,0.017607223242521286,0.6742416024208069,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/gradient,0.0,0.30216503143310547,0.018413539975881577,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/model_free,0.0,0.30216503143310547,0.01836174540221691,0.6564299464225769,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/post_processing,0.0,0.30216503143310547,0.0185790304094553,0.6564299464225769,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/diffuser,0.0,0.2176269292831421,0.2899191677570343,1.4597077369689941,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-c,0.0,0.2877054512500763,1.9182714223861694,0.582595705986023,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-c-dt0p25,0.0,0.17187687754631042,0.6055927872657776,0.045523516833782196,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-c-dt0p5,0.0,0.4164332151412964,0.7318919897079468,0.06476490199565887,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-c-dt2p0,0.0,0.21807162463665009,0.4689069986343384,0.04468057304620743,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-c-dt4p0,0.0,0.4448015093803406,0.41500550508499146,1.1774685382843018,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-r,0.0,0.2830255627632141,1.064170241355896,0.08941328525543213,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/dpcc-t,0.0,0.2801080048084259,2.0038843154907227,0.60028475522995,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/gradient,0.0,0.2468675673007965,0.3013753294944763,1.501023769378662,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/model_free,0.0,0.2812431752681732,0.37580984830856323,1.4387094974517822,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,(Good Run_27_05)combined_4/post_processing,0.0,0.22103643417358398,0.2887701392173767,1.5321153402328491,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/diffuser,0.0,0.21783137321472168,0.29010626673698425,0.9826835989952087,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/dpcc-c,0.0,0.368284672498703,0.7022133469581604,0.03954530879855156,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/dpcc-r,0.0,0.368284672498703,0.8950789570808411,0.04845593497157097,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/dpcc-t,0.0,0.368284672498703,0.8589548468589783,0.05920541658997536,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/gradient,0.0,0.25602415204048157,0.3032552897930145,0.9828431010246277,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/model_free,0.0,0.2670285701751709,0.4942041337490082,0.6822060942649841,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_4_uf15/post_processing,0.0,0.21911393105983734,0.2897471487522125,1.031197428703308,400.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/diffuser,0.0,0.23175254464149475,0.28825125098228455,0.7898620367050171,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-c,0.0,0.33736085891723633,0.6424616575241089,0.06430450081825256,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-c-dt0p25,0.0,0.28468066453933716,1.5055615901947021,0.04608637094497681,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-c-dt0p5,0.0,0.2780901789665222,1.2165145874023438,0.10999172925949097,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-c-dt2p0,0.0,0.2323664426803589,0.6539649963378906,0.04814666882157326,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-c-dt4p0,0.0,0.4448015093803406,0.43572795391082764,0.052934445440769196,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-r,0.0,0.4250793159008026,1.0128300189971924,0.539505124092102,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/dpcc-t,0.0,0.2717737555503845,2.9227242469787598,0.268329381942749,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/gradient,0.0,0.24604490399360657,0.30198758840560913,0.7000061273574829,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/model_free,0.0,0.2658735513687134,0.39260125160217285,0.7558765411376953,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened(old_plot)/post_processing,0.0,0.23235777020454407,0.2888604402542114,0.837167501449585,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/diffuser,0.0,0.20279522240161896,0.28955936431884766,0.33992257714271545,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-r,0.0,0.37420570850372314,0.9837493896484375,0.6028014421463013,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/diffuser,0.0,0.20279522240161896,0.2925683856010437,0.33992257714271545,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c,0.0,0.3105977475643158,1.2895056009292603,0.7070505619049072,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt0p25,0.0,0.24417278170585632,1.2659245729446411,0.12204976379871368,300.0
G,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5/dpcc-c-dt0p5,0.0,0.24537965655326843,1.315315842628479,0.15880215167999268,300.0
