Rank,Candidate,Folder,Accuracy (%),Accuracy Std (%),Success (%),CollisionFree (%),Time (ms),MeanDist_m,MaxPhysErr_m,Robustness,Seeds,Missing_Seeds,Latest_Snapshot
11,3,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,0.0,0.0,0.0,11.666666666666666,3641.7467581755236,0.6095402022384283,0.6721106977185581,0.0,1,,20260712_000657
12,4,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv1,0.0,0.0,0.0,24.84848484848485,1736.3314107496005,0.3275643479193589,0.700641927107344,0.0,1,,20260712_120358
13,5,H8_K2_Meuler_T0.5_Dmix_visual_aligning.models.visual_af_diffusion.VisualAlphaFlow_VTrue_mpc4_filmv1_Eaf,0.0,0.0,0.0,28.4375,53.50459065082058,0.39132494568335785,0.43137171968701293,0.0,1,,20260831_020427
14,8,H8_K2_Meuler_T0.5_Dmix_visual_aligning.models.visual_af_diffusion.VisualAlphaFlow_VTrue_mpc4_filmv2_Eaf,0.0,0.0,0.0,25.937500000000004,58.496129371225834,0.416148339806532,1.1160871523626459,0.0,1,,20260811_075845
15,9,H8_K100_T0.5_Dmix_visual_aligning.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_mpc4_filmv1_Ediffusion,0.0,0.0,0.0,29.122807017543863,5021.109460318298,0.31859264453800384,0.593102607150294,0.0,1,,20260807_022558
16,10,H8_K20_T0.5_Dmix_visual_aligning.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_mpc4_filmv1_Ediffusion,0.0,0.0,0.0,18.51851851851852,1181.9713275178715,0.3945735529888424,1.2322808491177486,0.0,1,,20260809_152309
17,11,H8_K100_Meuler_T0.5_Dmix_visual_aligning.models.visual_fm_diffusion.VisualFlowMatching_VTrue_mpc4_filmv1_Efm,0.0,0.0,0.0,11.818181818181818,4563.145604738684,0.38052127541471714,1.2250996114397945,0.0,1,,20260807_013907
18,12,H8_K20_Meuler_T0.2_Dmix_visual_aligning.models.visual_fm_diffusion.VisualFlowMatching_VTrue_mpc4_filmv1_Efm,0.0,0.0,0.0,6.875000000000001,404.38020543144387,0.3668351610240262,0.6089913125731983,0.0,1,,20260901_133643
19,13,H8_K20_Meuler_T0.5_Dmix_visual_aligning.models.visual_fm_diffusion.VisualFlowMatching_VTrue_mpc4_filmv1_Efm,0.0,0.0,0.0,6.999999999999999,688.4579018473626,0.3639708830992864,1.1392008777265374,0.0,1,,20260809_160914
20,15,H8_K2_Meuler_T0.5_Dmix_visual_aligning.models.visual_mf_diffusion.VisualMeanFlow_VTrue_mpc4_Bmf_dit_Emf,0.0,0.0,0.3125,47.8125,47.72693649695891,0.42313229967586447,0.15988335856236519,0.0,1,,20260825_184214
21,17,H8_K100_Meuler_T0.5_Dmix_visual_aligning.models.visual_mf_diffusion.VisualMeanFlow_VTrue_mpc4_filmv1_Emf,0.0,0.0,1.6666666666666667,19.090909090909093,7940.672715261142,0.3395062073198758,0.3033829677836078,0.0,1,,20260802_082013
22,19,H8_K20_Meuler_T0.2_Dmix_visual_aligning.models.visual_mf_diffusion.VisualMeanFlow_VTrue_mpc4_filmv1_Emf,0.0,0.0,0.5263157894736842,44.21052631578948,270.4577520456448,0.3148221424078656,0.2517446009515735,0.0,1,,20260831_143257
23,22,H8_K20_T0.5_Ddiffuser_visual_aligning.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_steps400_mpc4_filmv2,0.0,0.0,0.0,21.943371943371943,1008.1121714224075,0.38814042716299296,1.582597688982764,0.0,1,,20260717_011450
24,23,d3il_baseline_ddpm_encdec_vision,0.0,,0.0,,22.660185185185185,0.40088680340144456,,,1,,20260701_013505
