Candidate,Display,Eval_Tag,scene,engine,engine_label,K,mpc_batch,controller,threshold,run_tag,backbone,data_proportion,alpha_init,alpha_end,train_K,horizon,diffusion_cls,model_name,generation,Seeds,N_Seeds,Missing_Seeds,CB_Sentinels,Latest_Snapshot,Snapshot_By_Seed,Full_Path
101,pillars|mf|K2|bbunet|dp0.5|@u7xl,Emf_K2_mpc4_pid_stopgo_T0.5_u7xl,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7xl,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260919_205555,6:20260919_205555,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7xl
102,pillars|mf|K5|bbunet|dp0.5,Emf_K5_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_171343,6:20260828_171343,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5
103,pillars|mf|K5|bbunet|dp0.5|@fix16legacy,Emf_K5_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_025350,6:20260903_025350,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_fix16legacy
104,pillars|mf|K5|bbunet|dp0.5|@fix16scaled,Emf_K5_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_123850,6:20260903_123850,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_fix16scaled
105,pillars|mf|K5|bbunet|dp0.5|@u7hg,Emf_K5_mpc4_pid_stopgo_T0.5_u7hg,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260908_105040,6:20260908_105040,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u7hg
106,pillars|mf|K5|bbunet|dp0.5|@u7xl,Emf_K5_mpc4_pid_stopgo_T0.5_u7xl,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u7xl,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260921_074416,6:20260921_074416,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u7xl
107,pillars|mf|K5|bbunet|dp0.5|@u7xlchk,Emf_K5_mpc4_pid_stopgo_T0.5_u7xlchk,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u7xlchk,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260919_092455,6:20260919_092455,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u7xlchk
108,s_curve|diffusion|K20,Ediffusion_K20_mpc4_pid_stopgo_T0.5,s_curve,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260826_093227,6:20260826_093227,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5
109,s_curve|fm|K10,Efm_K10_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),10.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_194532,6:20260826_194532,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5
110,s_curve|fm|K1,Efm_K1_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_144000,6:20260826_144000,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5
111,s_curve|fm|K20,Efm_K20_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260825_203152,6:20260825_203152,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5
112,s_curve|fm|K2,Efm_K2_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_152812,6:20260826_152812,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5
113,s_curve|fm|K5,Efm_K5_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_162435,6:20260826_162435,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5
114,s_curve|mf|K10|bbunet|dp0.5,Emf_K10_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_061938,6:20260827_061938,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5
115,s_curve|mf|K1|bbunet|dp0.5,Emf_K1_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_013305,6:20260827_013305,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5
116,s_curve|mf|K20|bbunet|dp0.5,Emf_K20_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),20.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260825_215437,6:20260825_215437,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5
117,s_curve|mf|K2|bbunet|dp0.5,Emf_K2_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_015822,6:20260827_015822,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5
118,s_curve|mf|K5|bbunet|dp0.5,Emf_K5_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_022656,6:20260827_022656,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5
119,s_curve|af|K1|bbunet|@EPlatest_u6unet_ae02,Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_095817,6:20260906_095817,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
120,s_curve|af|K2|bbunet|@EPlatest_u6unet_ae02,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_110830,6:20260906_110830,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
121,s_curve|af|K5|bbunet|@EPlatest_u18sc,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u18sc,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u18sc,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260919_050805,6:20260919_050805,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u18sc
122,s_curve|af|K5|bbunet|@EPlatest_u6unet_ae02,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_115232,6:20260906_115232,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
123,s_curve|af|K5|bbunet|@EPlatest_u7hg,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7hg,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u7hg,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260911_105136,6:20260911_105136,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7hg
124,s_curve|af|K2|bbsit|@u6unet_ae0,Eaf_K2_mpc4_pid_stopgo_T0.5_u6unet_ae0,s_curve,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,u6unet_ae0,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_202454,6:20260904_202454,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K2_mpc4_pid_stopgo_T0.5_u6unet_ae0
125,s_curve|af|K5|bbsit|@u6unet_ae0,Eaf_K5_mpc4_pid_stopgo_T0.5_u6unet_ae0,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,u6unet_ae0,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_212748,6:20260904_212748,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5_u6unet_ae0
126,s_curve|diffusion|K20,Ediffusion_K20_mpc4_pid_stopgo_T0.5,s_curve,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260828_234046,6:20260828_234046,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5
127,s_curve|diffusion|K20|@u7hg,Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7hg,s_curve,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,u7hg,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260910_170529,6:20260910_170529,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7hg
128,s_curve|fm|K20|@u18sc,Efm_K20_mpc4_pid_stopgo_T0.5_u18sc,s_curve,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,u18sc,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260918_171514,6:20260918_171514,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5_u18sc
129,s_curve|fm|K20|@u7hg,Efm_K20_mpc4_pid_stopgo_T0.5_u7hg,s_curve,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260909_222700,6:20260909_222700,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5_u7hg
130,s_curve|fm|K2|@u7hg,Efm_K2_mpc4_pid_stopgo_T0.5_u7hg,s_curve,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260906_063033,6:20260906_063033,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7hg
131,s_curve|mf|K10|bbunet|dp0.5|@u7hg,Emf_K10_mpc4_mjpc_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,mjpc,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260909_132007,6:20260909_132007,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_mjpc_T0.5_u7hg
132,s_curve|mf|K10|bbunet|dp0.5|@u18sc,Emf_K10_mpc4_pid_stopgo_T0.5_u18sc,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,u18sc,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260918_221416,6:20260918_221416,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5_u18sc
133,s_curve|mf|K10|bbunet|dp0.5|@u7hg,Emf_K10_mpc4_pid_stopgo_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260908_103035,6:20260908_103035,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5_u7hg
134,s_curve|mf|K2|bbunet|dp0.5|@u7hg,Emf_K2_mpc4_pid_stopgo_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260906_052749,6:20260906_052749,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hg
