Rank,Candidate,Folder,scene,engine,K,hf_degenerate,NFE_effective,Success+Constraint (%),Std (%),Success (%),Success relaxed (%),CollisionFree (%),PhysSafe (%),Time (ms),Gen (ms),Proj (ms),OverBudget (frac),CB tripped (rate),GoalDist_m,StepsToGoal,TrackErr,Pareto,Seeds,Missing_Seeds,Latest_Snapshot
97,87,pillars|fm|K5,pillars,fm,5.0,0.0,11.876140845253346,0.0,0.0,1.1764705882352942,34.117647058823536,0.0,34.117647058823536,666.4143004133934,50.93906833835095,615.4752320750425,0.840898125811839,0.0,1.3096372946089359,465.32638888888886,0.518710312753098,,1,,20260827_234031
98,89,pillars|fm|K5|@u7xl,pillars,fm,5.0,0.0,11.454545454545455,0.0,0.0,8.181818181818182,79.0909090909091,0.0,79.0909090909091,1873.80222362253,50.30404305360651,1823.498180568923,0.9579581301978778,0.0,1.1505907612510133,494.33333333333337,0.3890303311844058,,1,,20260921_172641
99,90,pillars|mf|K10|bbunet|dp0.5,pillars,mf,10.0,0.0,16.52173913043478,0.0,0.0,2.8985507246376807,14.492753623188406,0.0,17.391304347826086,779.2309170553883,100.91338523694027,678.3175318184483,1.0,0.0,51.71017493490478,487.8333333333333,73.42425301320822,,1,,20260816_205837
100,91,pillars|mf|K1|bbunet|dp0.5,pillars,mf,1.0,1.0,1.9504998850084643,0.0,0.0,9.411764705882353,42.94117647058823,0.0,43.529411764705884,66.82435643286914,9.907876199444733,56.916480233424394,0.30362063108377546,0.0,1.393724175435264,486.64146825396824,0.48193905289525296,,1,,20260828_134908
101,92,pillars|mf|K1|bbunet|dp0.5|@fix16legacy,pillars,mf,1.0,0.0,1.0,0.0,0.0,8.0,38.0,0.0,38.0,73.92127436129368,9.495804693469267,64.42546966782442,0.2508154860993411,0.0,1.697555117180745,502.88055555555553,0.5188239782192771,,1,,20260903_004411
102,93,pillars|mf|K1|bbunet|dp0.5|@fix16scaled,pillars,mf,1.0,0.0,1.0,0.0,0.0,11.000000000000002,45.0,0.0,45.0,94.60574553573929,9.428947465977707,85.17679806976159,0.2941674871278458,0.0,0.6514026706485018,478.27623456790127,0.44863214219320957,,1,,20260903_105414
103,95,pillars|mf|K1|bbunet|dp0.5|@u7xl,pillars,mf,1.0,0.0,1.0,0.0,0.0,1.4285714285714286,100.0,0.0,100.0,120.4116238995598,9.39704794404432,111.01457595551548,0.50401081568274,0.0,0.8533733185121968,434.0,0.3637664672221709,,1,,20260919_192217
104,96,pillars|mf|K2|bbunet|dp0.5,pillars,mf,2.0,1.0,3.9002240292230814,0.0,0.0,18.23529411764706,41.76470588235294,0.0,41.76470588235294,70.52709395534035,18.76905906668756,51.75803488865278,0.6402139794942722,0.0,1.3729861259973357,475.21979166666665,0.4849368711138073,,1,,20260828_152951
105,97,pillars|mf|K2|bbunet|dp0.5|@fix16legacy,pillars,mf,2.0,0.0,2.0,0.0,0.0,12.000000000000002,34.0,0.0,34.0,77.98373489867274,18.41930509342056,59.564429805252175,0.5064780944871936,0.0,1.6636147762638855,476.91481481481486,0.4912959235914906,,1,,20260903_014809
106,98,pillars|mf|K2|bbunet|dp0.5|@fix16scaled,pillars,mf,2.0,0.0,2.0,0.0,0.0,20.0,45.0,0.0,45.0,83.29861249856,18.083595144700418,65.2150173538596,0.5888683223392011,0.0,0.5297399427874085,469.17948412698416,0.4544413267858308,,1,,20260903_121928
107,101,pillars|mf|K2|bbunet|dp0.5|@u7xl,pillars,mf,2.0,0.0,2.0,0.0,0.0,4.285714285714286,100.0,0.0,100.0,108.27915420360071,18.07655521697981,90.20259898662091,0.857165389815232,0.0,0.8480842352688741,420.6666666666667,0.36424163703917956,,1,,20260919_205555
108,102,pillars|mf|K5|bbunet|dp0.5,pillars,mf,5.0,0.0,12.38117016176713,0.0,0.0,20.0,37.64705882352941,1.1764705882352942,38.23529411764706,636.3304446908527,53.46858082016632,582.8618638706864,0.7327426238634255,0.0,2.057194012481309,451.5499084249084,1.3937973059654272,,1,,20260828_171343
109,103,pillars|mf|K5|bbunet|dp0.5|@fix16legacy,pillars,mf,5.0,0.0,5.0,0.0,0.0,10.202020202020202,29.292929292929294,1.8181818181818183,30.303030303030297,868.1583727176541,46.66794559543168,821.4904271222225,0.6009148264984228,0.0,2.649778373634068,434.5,0.5973204345583375,,1,,20260903_025350
110,104,pillars|mf|K5|bbunet|dp0.5|@fix16scaled,pillars,mf,5.0,0.0,5.0,0.0,0.0,20.0,22.000000000000004,0.0,22.000000000000004,1519.5597670412967,44.85619956927392,1474.7035674720228,0.9604495268138802,0.0,0.5616813708323158,453.84027777777777,0.5280498575077367,,1,,20260903_123850
111,106,pillars|mf|K5|bbunet|dp0.5|@u7xl,pillars,mf,5.0,0.0,11.454545454545455,0.0,0.0,9.090909090909092,59.09090909090909,0.0,60.909090909090914,1737.8808563571858,52.952847355735166,1684.9280090014508,0.9640521938629195,0.0,1.9135797002458765,520.7314814814814,0.3806357957743154,,1,,20260921_074416
112,107,pillars|mf|K5|bbunet|dp0.5|@u7xlchk,pillars,mf,5.0,0.0,5.0,0.0,,90.0,100.0,0.0,100.0,52.11648199800051,52.11648199800051,0.0,1.0,0.0,0.360842915205181,424.44444444444446,0.4462829703187931,,1,,20260919_092455
113,108,s_curve|diffusion|K20,s_curve,diffusion,20.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,1645.9295221774141,166.6770731817309,1479.2524489956827,0.49332285938727405,0.0,2.932459315071038,,0.7963614049891521,,1,,20260826_093227
114,109,s_curve|fm|K10,s_curve,fm,10.0,0.0,10.0,0.0,0.0,1.0,3.0000000000000004,4.0,8.0,509.021476716887,95.11741074400085,413.9040659728862,0.3720091848450057,0.0,4.07929997267514,620.5,0.5595766502168152,,1,,20260826_194532
115,110,s_curve|fm|K1,s_curve,fm,1.0,0.0,1.0,0.0,0.0,8.0,19.0,0.0,19.0,48.9473337500711,11.203870162087055,37.74346358798404,0.11097471578579085,0.0,3.425578800451229,696.5833333333334,0.5093986651252216,,1,,20260826_144000
116,111,s_curve|fm|K20,s_curve,fm,20.0,0.0,20.0,0.0,0.0,4.0,5.0,15.0,5.0,1286.0546683195696,170.85647837738682,1115.198189942183,0.3272789896670494,0.0,4.299329561765271,607.5,0.7320593181289531,,1,,20260825_203152
117,112,s_curve|fm|K2,s_curve,fm,2.0,0.0,2.0,0.0,0.0,1.0,12.000000000000002,1.0,20.0,58.76032485421676,20.97939644569998,37.78092840851677,0.3669230769230769,0.0,3.436934516561157,680.0,0.5519531195429818,,1,,20260826_152812
118,113,s_curve|fm|K5,s_curve,fm,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,10.0,297.9104924027631,51.08880173940105,246.82169066336215,0.37559127439724455,0.0,4.095306509884057,,0.5730528229357577,,1,,20260826_162435
119,114,s_curve|mf|K10|bbunet|dp0.5,s_curve,mf,10.0,0.0,14.545454545454545,0.0,0.0,2.6086956521739135,3.4782608695652173,62.60869565217391,3.4782608695652173,1485.455358066989,97.96596208267052,1387.4893959843184,0.33010124204154057,0.0,4.65005386512702,613.75,24.09417313868764,,1,,20260827_061938
120,115,s_curve|mf|K1|bbunet|dp0.5,s_curve,mf,1.0,0.0,1.0,0.0,0.0,11.000000000000002,11.000000000000002,61.999999999999986,11.000000000000002,31.350146783648263,9.581950164076828,21.768196619571434,0.05103882080960972,0.0,3.7706132494760114,597.4375,0.6389346570802598,,1,,20260827_013305
121,116,s_curve|mf|K20|bbunet|dp0.5,s_curve,mf,20.0,0.0,20.0,0.0,0.0,2.0,2.0,82.0,2.0,2008.6135950462449,200.6737771132851,1807.9398179329596,0.2458323765786453,0.0,4.509100236624593,618.5,0.9077756394927198,,1,,20260825_215437
122,118,s_curve|mf|K5|bbunet|dp0.5,s_curve,mf,5.0,0.0,5.0,0.0,0.0,2.0,2.0,69.0,2.0,443.01672041181257,44.52363192579149,398.4930884860211,0.2577726750861079,0.0,4.48369504642832,619.0,0.6174628080389823,,1,,20260827_022656
123,119,s_curve|af|K1|bbunet|@EPlatest_u6unet_ae02,s_curve,af,1.0,0.0,1.0,0.0,0.0,43.0,43.0,0.0,43.0,101.21425801871644,9.361921700172381,91.85233631854408,0.15450027678564168,0.0,1.3214360592680996,622.3269841269841,0.370871680370196,,1,,20260906_095817
124,120,s_curve|af|K2|bbunet|@EPlatest_u6unet_ae02,s_curve,af,2.0,0.0,2.0,0.0,0.0,26.0,26.0,0.0,26.0,79.80455678211686,18.380802627524833,61.42375415459202,0.3957648744947329,0.0,1.9627482123335642,635.0240740740741,0.3444183693428634,,1,,20260906_110830
125,121,s_curve|af|K5|bbunet|@EPlatest_u18sc,s_curve,af,5.0,0.0,9.619273603545908,0.0,0.0,8.333333333333332,8.333333333333332,0.0,8.333333333333332,416.00300415313285,58.914442323385565,357.08856182974733,0.5530424799081515,0.0,2.2787100696354767,629.625,0.3375617443507555,,1,,20260919_050805
126,124,s_curve|af|K2|bbsit|@u6unet_ae0,s_curve,af,2.0,0.0,2.0,0.0,0.0,22.000000000000004,24.0,0.0,24.0,53.356362544333834,12.175053684352392,41.181308859981435,0.06931987645462523,0.0,2.0239798738979977,634.2583333333333,0.35803706025288295,,1,,20260904_202454
127,125,s_curve|af|K5|bbsit|@u6unet_ae0,s_curve,af,5.0,0.0,10.998067233063864,0.0,0.0,14.117647058823529,14.705882352941178,22.941176470588236,14.705882352941178,609.0872726199824,35.705966469047425,573.381306150935,0.6783573833212365,0.0,3.0904805177656303,596.4444444444443,0.3296663752578623,,1,,20260904_212748
128,126,s_curve|diffusion|K20,s_curve,diffusion,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.4702960175073,176.4041204835441,3201.0661755339634,0.5946900114810563,0.0,2.456725486944677,,0.7424682483645788,,1,,20260828_234046
129,127,s_curve|diffusion|K20|@u7hg,s_curve,diffusion,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.5226538373836,175.00348314543658,2524.519170691947,0.5233754305396097,0.0,2.3795270629801237,,0.5278484737549196,,1,,20260910_170529
130,128,s_curve|fm|K20|@u18sc,s_curve,fm,20.0,0.0,53.15822734747176,0.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,1705.7216034224905,242.98248165880113,1462.7391217636894,0.7291618828932261,0.0,1.4868560244778752,620.4966666666667,0.36814732285420204,,1,,20260918_171514
131,129,s_curve|fm|K20|@u7hg,s_curve,fm,20.0,0.0,41.35267536127636,0.0,0.0,32.22222222222222,33.333333333333336,0.0,33.333333333333336,2540.7852023968185,207.84534749473627,2332.939854902082,0.6944890929965557,0.0,1.7013763003015907,580.1119047619047,0.4443722464028039,,1,,20260909_222700
132,131,s_curve|mf|K10|bbunet|dp0.5|@u7hg,s_curve,mf,10.0,0.0,25.333333333333332,0.0,0.0,22.22222222222222,22.22222222222222,0.0,22.22222222222222,1166.000718052367,105.33954683151346,1060.6611712208532,0.8267636178083939,0.0,1.055119147387759,627.0,0.5171585668901635,,1,,20260909_132007
133,132,s_curve|mf|K10|bbunet|dp0.5|@u18sc,s_curve,mf,10.0,0.0,18.82361270570226,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,807.3310311141878,116.13730139081288,691.1937297233749,0.5333524684270953,0.0,2.394028532988384,616.3333333333334,0.40289122764513835,,1,,20260918_221416
134,134,s_curve|mf|K2|bbunet|dp0.5|@u7hg,s_curve,mf,2.0,0.0,2.0,0.0,0.0,6.999999999999999,6.999999999999999,0.0,6.999999999999999,64.79509329988835,18.321614227693424,46.47347907219491,0.3422427164766289,0.0,2.477826518794908,628.3888888888889,0.3182869429546121,,1,,20260906_052749
