Rank,Candidate,Folder,Accuracy (%),Accuracy Std (%),Time (ms),Time Std (ms),Robustness
94,57,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,44.44444444444444,,0.05232034429903898,,1.5354228876070755
95,61,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,44.44444444444444,,0.04990740635062139,,2.3815011942283446
96,58,(legacy_F2)H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,0.04940915735074775,,1.6838644540907826
97,70,H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,1.3697430910397521,,1.8851561395561967
98,90,H8_K50_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,2.923315697271731,,1.5863864119516775
99,71,H8_K20_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,38.88888888888889,,1.5537797874973425,,3.6926307289625693
100,100,H8_K2_Meuler_T0.5_Dflow_matcher_v3_meanflow.models.MeanFlowODE,37.5,,0.04388873920210123,,1.8293265309411353
101,69,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,36.111111111111114,,0.5597170775187599,,2.1420637423805844
102,80,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,36.111111111111114,,0.5416661307658616,,2.1420843576452064
103,32,H8_K2_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,33.333333333333336,,0.04471874360782219,,4.7920066462975655
104,8,H8_K1_T0.5_Dmodels.GaussianDiffusion,33.33333333333333,,0.03230712276475573,,2.6469204726694575
105,73,H8_K40_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,30.555555555555557,,2.790282780851902,,2.1900579320587825
106,56,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,30.555555555555554,,0.5344827706469627,,2.7790060456097807
107,72,H8_K2_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,25.0,,0.0953542557051677,,3.025688062280026
108,81,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,25.0,,0.09751362807901319,,2.8743731104295254
109,104,H8_K2_Meuler_T0.5_Dflow_matcher_v3_meanflow.models.MeanFlowODE,22.22222222222222,,0.07622650412742468,,2.27242876498766
110,79,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,19.444444444444443,,0.8382026732419394,,4.05544104000454
111,75,H8_K10_Meuler_Dflow_matcher_v3_imeanflow.models.iMFDiffusion,16.666666666666664,,0.41181408954930165,,4.6254939379311795
112,26,H8_K1_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,5.555555555555555,,0.22611799457368306,,3.2491574318851253
113,25,H8_K10_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,2.7777777777777777,,2.0476146344427164,,3.69240904333125
114,27,H8_K2_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,2.7777777777777777,,0.26571315639459975,,3.187905491806908
115,28,H8_K5_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,2.7777777777777777,,0.9915200308730866,,3.1991816042729884
116,76,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,0.0,,0.09063100364978371,,5.489816290886042
117,77,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,0.0,,0.11097103878911581,,5.663483366264396
